,price,Date
5568,2.75,2018-05-17
5569,2.75,2018-05-18
5570,2.77,2018-05-21
5571,2.76,2018-05-22
5572,2.89,2018-05-23
5573,2.88,2018-05-24
5574,2.88,2018-05-25
5575,not available,2018-05-28
5576,2.84,2018-05-29
5577,2.83,2018-05-30
5578,2.94,2018-05-31
5579,2.91,2018-06-01
5580,2.89,2018-06-04
5581,2.89,2018-06-05
5582,2.89,2018-06-06
5583,3.02,2018-06-07
5584,2.91,2018-06-08
5585,3.0,2018-06-11
5586,2.98,2018-06-12
5587,2.98,2018-06-13
5588,2.99,2018-06-14
5589,3.02,2018-06-15
5590,2.99,2018-06-18
5591,2.95,2018-06-19
5592,2.96,2018-06-20
5593,3.08,2018-06-21
5594,2.95,2018-06-22
5595,2.96,2018-06-25
5596,2.98,2018-06-26
5597,3.01,2018-06-27
5598,2.99,2018-06-28
5599,2.96,2018-06-29
5600,2.9,2018-07-02
5601,2.9,2018-07-03
5602,not available,2018-07-04
5603,2.91,2018-07-05
5604,2.91,2018-07-06
5605,2.9,2018-07-09
5606,2.9,2018-07-10
5607,2.89,2018-07-11
5608,2.89,2018-07-12
5609,2.86,2018-07-13
5610,2.76,2018-07-16
5611,2.81,2018-07-17
5612,2.8,2018-07-18
5613,2.75,2018-07-19
5614,2.79,2018-07-20
5615,2.79,2018-07-23
5616,2.73,2018-07-24
5617,2.82,2018-07-25
5618,2.82,2018-07-26
5619,2.78,2018-07-27
5620,2.75,2018-07-30
5621,2.82,2018-07-31
5622,2.8,2018-08-01
5623,2.77,2018-08-02
5624,2.86,2018-08-03
5625,2.85,2018-08-06
5626,2.95,2018-08-07
5627,2.99,2018-08-08
5628,3.02,2018-08-09
5629,2.96,2018-08-10
5630,2.92,2018-08-13
5631,3.02,2018-08-14
5632,3.02,2018-08-15
5633,3.02,2018-08-16
5634,3.01,2018-08-17
5635,3.04,2018-08-20
5636,3.01,2018-08-21
5637,3.02,2018-08-22
5638,3.01,2018-08-23
5639,2.99,2018-08-24
5640,2.98,2018-08-27
5641,2.98,2018-08-28
5642,2.96,2018-08-29
5643,2.96,2018-08-30
5644,2.98,2018-08-31
5645,not available,2018-09-03
5646,2.96,2018-09-04
5647,3.0,2018-09-05
5648,2.93,2018-09-06
5649,2.88,2018-09-07
5650,2.9,2018-09-10
5651,2.94,2018-09-11
5652,2.98,2018-09-12
5653,2.94,2018-09-13
5654,2.91,2018-09-14
5655,2.95,2018-09-17
5656,3.0,2018-09-18
5657,3.11,2018-09-19
5658,3.07,2018-09-20
5659,3.02,2018-09-21
5660,3.04,2018-09-24
5661,3.12,2018-09-25
5662,3.1,2018-09-26
5663,3.05,2018-09-27
5664,3.01,2018-09-28
5665,3.13,2018-10-01
5666,3.14,2018-10-02
5667,3.26,2018-10-03
5668,3.39,2018-10-04
5669,3.25,2018-10-05
5670,3.28,2018-10-08
5671,3.4,2018-10-09
5672,3.45,2018-10-10
5673,3.16,2018-10-11
5674,3.19,2018-10-12
5675,3.26,2018-10-15
5676,3.27,2018-10-16
5677,3.3,2018-10-17
5678,3.28,2018-10-18
5679,3.2,2018-10-19
5680,3.2,2018-10-22
5681,3.28,2018-10-23
5682,3.42,2018-10-24
5683,3.42,2018-10-25
5684,3.27,2018-10-26
5685,3.2,2018-10-29
5686,3.27,2018-10-30
5687,3.31,2018-10-31
5688,3.36,2018-11-01
5689,3.26,2018-11-02
5690,3.53,2018-11-05
5691,3.53,2018-11-06
5692,3.54,2018-11-07
5693,3.54,2018-11-08
5694,3.74,2018-11-09
5695,3.96,2018-11-12
5696,4.1,2018-11-13
5697,4.1,2018-11-14
5698,4.69,2018-11-15
5699,4.3,2018-11-16
5700,4.65,2018-11-19
5701,4.65,2018-11-20
5702,4.7,2018-11-21
5703,not available,2018-11-22
5704,not available,2018-11-23
5705,4.28,2018-11-26
5706,4.28,2018-11-27
5707,4.5,2018-11-28
5708,4.5,2018-11-29
5709,4.61,2018-11-30
5710,4.4,2018-12-03
5711,4.4,2018-12-04
5712,4.69,2018-12-05
5713,4.44,2018-12-06
5714,4.51,2018-12-07
5715,4.54,2018-12-10
5716,4.53,2018-12-11
5717,4.53,2018-12-12
5718,4.31,2018-12-13
5719,3.99,2018-12-14
5720,3.8,2018-12-17
5721,3.8,2018-12-18
5722,3.64,2018-12-19
5723,3.7,2018-12-20
5724,3.7,2018-12-21
5725,not available,2018-12-24
5726,not available,2018-12-25
5727,3.42,2018-12-26
5728,3.1,2018-12-27
5729,3.25,2018-12-28
5730,not available,2018-12-31
5731,not available,2019-01-01
5732,3.25,2019-01-02
5733,2.72,2019-01-03
5734,2.8,2019-01-04
5735,2.74,2019-01-07
5736,2.89,2019-01-08
5737,2.92,2019-01-09
5738,2.95,2019-01-10
5739,2.95,2019-01-11
5740,3.36,2019-01-14
5741,3.54,2019-01-15
5742,3.58,2019-01-16
5743,3.58,2019-01-17
5744,3.43,2019-01-18
5745,not available,2019-01-21
5746,3.43,2019-01-22
5747,3.13,2019-01-23
5748,3.13,2019-01-24
5749,3.07,2019-01-25
5750,3.05,2019-01-28
5751,2.94,2019-01-29
5752,3.0,2019-01-30
5753,2.82,2019-01-31
5754,2.7,2019-02-01
5755,2.57,2019-02-04
5756,2.54,2019-02-05
5757,2.58,2019-02-06
5758,2.62,2019-02-07
5759,2.66,2019-02-08
5760,2.76,2019-02-11
5761,2.71,2019-02-12
5762,2.61,2019-02-13
5763,2.61,2019-02-14
5764,2.59,2019-02-15
5765,not available,2019-02-18
5766,2.69,2019-02-19
5767,2.69,2019-02-20
5768,2.73,2019-02-21
5769,2.74,2019-02-22
5770,2.84,2019-02-25
5771,2.74,2019-02-26
5772,2.89,2019-02-27
5773,2.89,2019-02-28
5774,3.19,2019-03-01
5775,4.25,2019-03-04
5776,3.18,2019-03-05
5777,3.18,2019-03-06
5778,2.9,2019-03-07
5779,2.9,2019-03-08
5780,2.86,2019-03-11
5781,2.83,2019-03-12
5782,2.87,2019-03-13
5783,2.95,2019-03-14
5784,2.95,2019-03-15
5785,2.9,2019-03-18
5786,2.92,2019-03-19
5787,2.86,2019-03-20
5788,2.86,2019-03-21
5789,2.75,2019-03-22
5790,2.72,2019-03-25
5791,2.74,2019-03-26
5792,2.69,2019-03-27
5793,2.69,2019-03-28
5794,2.73,2019-03-29
5795,2.73,2019-04-01
5796,2.76,2019-04-02
5797,2.74,2019-04-03
5798,2.66,2019-04-04
5799,2.62,2019-04-05
5800,2.72,2019-04-08
5801,2.71,2019-04-09
5802,2.72,2019-04-10
5803,2.72,2019-04-11
5804,2.75,2019-04-12
5805,2.75,2019-04-15
5806,2.66,2019-04-16
5807,2.55,2019-04-17
5808,2.54,2019-04-18
5809,not available,2019-04-19
5810,2.61,2019-04-22
5811,2.53,2019-04-23
5812,2.53,2019-04-24
5813,2.54,2019-04-25
5814,2.58,2019-04-26
5815,2.58,2019-04-29
5816,2.59,2019-04-30
5817,2.59,2019-05-01
5818,2.63,2019-05-02
5819,2.59,2019-05-03
5820,2.54,2019-05-06
5821,2.54,2019-05-07
5822,2.64,2019-05-08
5823,2.62,2019-05-09
5824,2.64,2019-05-10
5825,2.71,2019-05-13
5826,2.7,2019-05-14
5827,2.69,2019-05-15
5828,2.62,2019-05-16
5829,2.61,2019-05-17
5830,2.7,2019-05-20
5831,2.73,2019-05-21
5832,2.73,2019-05-22
5833,2.56,2019-05-23
5834,2.6,2019-05-24
5835,not available,2019-05-27
5836,2.65,2019-05-28
5837,2.69,2019-05-29
5838,2.69,2019-05-30
5839,2.59,2019-05-31
5840,2.5,2019-06-03
5841,2.45,2019-06-04
5842,2.45,2019-06-05
5843,2.4,2019-06-06
5844,2.43,2019-06-07
5845,2.42,2019-06-10
5846,2.41,2019-06-11
5847,2.43,2019-06-12
5848,2.43,2019-06-13
5849,2.37,2019-06-14
5850,2.46,2019-06-17
5851,2.44,2019-06-18
5852,2.43,2019-06-19
5853,2.38,2019-06-20
5854,2.27,2019-06-21
5855,2.31,2019-06-24
5856,2.31,2019-06-25
5857,2.34,2019-06-26
5858,2.32,2019-06-27
5859,2.42,2019-06-28
5860,2.33,2019-07-01
5861,2.3,2019-07-02
5862,2.29,2019-07-03
5863,not available,2019-07-04
5864,not available,2019-07-05
5865,2.39,2019-07-08
5866,2.41,2019-07-09
5867,2.49,2019-07-10
5868,2.54,2019-07-11
5869,2.54,2019-07-12
5870,2.53,2019-07-15
5871,2.53,2019-07-16
5872,2.44,2019-07-17
5873,2.38,2019-07-18
5874,2.3,2019-07-19
5875,2.33,2019-07-22
5876,2.34,2019-07-23
5877,2.33,2019-07-24
5878,2.26,2019-07-25
5879,2.23,2019-07-26
5880,2.23,2019-07-29
5881,2.22,2019-07-30
5882,2.28,2019-07-31
5883,2.36,2019-08-01
5884,2.12,2019-08-02
5885,2.02,2019-08-05
5886,2.15,2019-08-06
5887,2.18,2019-08-07
5888,2.13,2019-08-08
5889,2.09,2019-08-09
5890,2.21,2019-08-12
5891,2.24,2019-08-13
5892,2.22,2019-08-14
5893,2.19,2019-08-15
5894,2.2,2019-08-16
5895,2.26,2019-08-19
5896,2.35,2019-08-20
5897,2.31,2019-08-21
5898,2.28,2019-08-22
5899,2.15,2019-08-23
5900,2.23,2019-08-26
5901,2.24,2019-08-27
5902,2.24,2019-08-28
5903,2.36,2019-08-29
5904,2.33,2019-08-30
5905,not available,2019-09-02
5906,2.39,2019-09-03
5907,2.48,2019-09-04
5908,2.49,2019-09-05
5909,2.49,2019-09-06
5910,2.65,2019-09-09
5911,2.67,2019-09-10
5912,2.63,2019-09-11
5913,2.62,2019-09-12
5914,2.61,2019-09-13
5915,2.75,2019-09-16
5916,2.7,2019-09-17
5917,2.72,2019-09-18
5918,2.65,2019-09-19
5919,2.34,2019-09-20
5920,2.55,2019-09-23
5921,2.55,2019-09-24
5922,2.54,2019-09-25
5923,2.57,2019-09-26
5924,2.41,2019-09-27
5925,2.37,2019-09-30
5926,2.36,2019-10-01
5927,2.36,2019-10-02
5928,2.31,2019-10-03
5929,2.25,2019-10-04
5930,2.36,2019-10-07
5931,2.29,2019-10-08
5932,2.26,2019-10-09
5933,2.26,2019-10-10
5934,2.13,2019-10-11
5935,2.13,2019-10-14
5936,2.29,2019-10-15
5937,2.44,2019-10-16
5938,2.29,2019-10-17
5939,2.08,2019-10-18
5940,2.13,2019-10-21
5941,2.21,2019-10-22
5942,2.34,2019-10-23
5943,2.33,2019-10-24
5944,2.26,2019-10-25
5945,2.49,2019-10-28
5946,2.61,2019-10-29
5947,2.71,2019-10-30
5948,2.73,2019-10-31
5949,2.54,2019-11-01
5950,2.77,2019-11-04
5951,2.77,2019-11-05
5952,2.82,2019-11-06
5953,2.84,2019-11-07
5954,2.87,2019-11-08
5955,not available,2019-11-11
5956,2.72,2019-11-12
5957,2.66,2019-11-13
5958,2.68,2019-11-14
5959,2.7,2019-11-15
5960,2.64,2019-11-18
5961,2.53,2019-11-19
5962,2.56,2019-11-20
5963,2.53,2019-11-21
5964,2.62,2019-11-22
5965,2.51,2019-11-25
5966,2.51,2019-11-26
5967,2.46,2019-11-27
5968,not available,2019-11-28
5969,2.46,2019-11-29
5970,2.29,2019-12-02
5971,2.42,2019-12-03
5972,2.43,2019-12-04
5973,2.42,2019-12-05
5974,2.31,2019-12-06
5975,2.17,2019-12-09
5976,2.18,2019-12-10
5977,2.28,2019-12-11
5978,2.28,2019-12-12
5979,2.28,2019-12-13
5980,2.34,2019-12-16
5981,2.3,2019-12-17
5982,2.26,2019-12-18
5983,2.21,2019-12-19
5984,2.27,2019-12-20
5985,2.17,2019-12-23
5986,2.11,2019-12-24
5987,2.11,2019-12-25
5988,2.09,2019-12-26
5989,1.75,2019-12-27
5990,2.06,2019-12-30
5991,2.09,2019-12-31
5992,2.09,2020-01-01
5993,2.05,2020-01-02
5994,2.06,2020-01-03
5995,2.1,2020-01-06
5996,2.17,2020-01-07
5997,2.09,2020-01-08
5998,2.09,2020-01-09
5999,2.05,2020-01-10
6000,2.03,2020-01-13
6001,2.15,2020-01-14
6002,2.01,2020-01-15
6003,2.06,2020-01-16
6004,2.07,2020-01-17
6005,not available,2020-01-20
6006,1.98,2020-01-21
6007,1.89,2020-01-22
6008,1.95,2020-01-23
6009,1.91,2020-01-24
6010,2.03,2020-01-27
6011,1.96,2020-01-28
6012,1.93,2020-01-29
6013,1.94,2020-01-30
6014,1.91,2020-01-31
6015,1.9,2020-02-03
6016,1.89,2020-02-04
6017,1.89,2020-02-05
6018,1.86,2020-02-06
6019,1.93,2020-02-07
6020,1.85,2020-02-10
6021,1.85,2020-02-11
6022,1.91,2020-02-12
6023,1.95,2020-02-13
6024,1.93,2020-02-14
6025,not available,2020-02-17
6026,2.04,2020-02-18
6027,2.01,2020-02-19
6028,1.98,2020-02-20
6029,1.96,2020-02-21
6030,1.94,2020-02-24
6031,1.93,2020-02-25
6032,1.96,2020-02-26
6033,1.78,2020-02-27
6034,1.79,2020-02-28
6035,1.75,2020-03-02
6036,1.78,2020-03-03
6037,1.83,2020-03-04
6038,1.89,2020-03-05
6039,1.76,2020-03-06
6040,1.74,2020-03-09
6041,1.91,2020-03-10
6042,1.96,2020-03-11
6043,1.82,2020-03-12
6044,1.94,2020-03-13
6045,1.89,2020-03-16
6046,1.89,2020-03-17
6047,not available,2020-03-18
6048,not available,2020-03-19
6049,not available,2020-03-20
